ReservationID,ShowID,ReservationDate,CustomerID,CombinedID
2062,21,3/16/2019 10:50:43 PM,837,res-2062_showID-21
2576,13,2/26/2019 11:50:57 AM,1937,res-2576_showID-13
2309,1,3/10/2019 10:18:35 AM,1656,res-2309_showID-1
1661,8,1/1/2019 5:48:02 PM,17,res-1661_showID-8
210,15,3/25/2019 8:33:48 AM,1196,res-210_showID-15
1342,17,1/19/2019 6:11:59 AM,37,res-1342_showID-17
1838,24,1/19/2019 6:16:38 AM,83,res-1838_showID-24
3347,21,3/17/2019 11:26:55 AM,693,res-3347_showID-21
928,14,3/13/2019 2:28:13 AM,100,res-928_showID-14
2688,27,2/21/2019 10:03:06 PM,1797,res-2688_showID-27
1706,8,3/11/2019 11:23:20 AM,1551,res-1706_showID-8
296,23,2/17/2019 6:57:47 PM,82,res-296_showID-23
607,2,1/1/2019 11:25:32 AM,904,res-607_showID-2
3028,25,2/14/2019 9:21:22 AM,1773,res-3028_showID-25
2738,13,2/14/2019 9:50:16 AM,1495,res-2738_showID-13
2139,14,3/16/2019 7:24:59 AM,1684,res-2139_showID-14
1738,30,2/4/2019 5:00:38 PM,1078,res-1738_showID-30
948,1,3/5/2019 11:26:50 AM,1917,res-948_showID-1
660,7,2/10/2019 10:30:23 AM,351,res-660_showID-7
701,14,2/14/2019 6:21:43 AM,397,res-701_showID-14
3398,12,1/16/2019 1:39:57 AM,257,res-3398_showID-12
233,23,1/31/2019 5:11:56 PM,348,res-233_showID-23
2216,28,1/8/2019 3:23:18 AM,1105,res-2216_showID-28
713,21,1/24/2019 10:02:00 PM,371,res-713_showID-21
2949,3,1/1/2019 10:18:46 AM,1402,res-2949_showID-3
1920,29,1/30/2019 11:59:01 AM,1101,res-1920_showID-29
521,28,2/19/2019 10:14:19 AM,1773,res-521_showID-28
355,24,1/29/2019 2:03:40 PM,947,res-355_showID-24
1852,21,1/13/2019 11:29:22 AM,671,res-1852_showID-21
964,3,3/21/2019 8:48:19 PM,1950,res-964_showID-3
1860,6,2/10/2019 7:41:36 AM,738,res-1860_showID-6
3071,12,3/6/2019 8:32:58 AM,1177,res-3071_showID-12
368,21,1/9/2019 4:32:15 AM,55,res-368_showID-21
2501,22,1/2/2019 3:21:49 PM,906,res-2501_showID-22
1447,11,2/27/2019 11:08:41 AM,1329,res-1447_showID-11
553,4,3/2/2019 2:36:00 AM,860,res-553_showID-4
1615,2,1/13/2019 6:22:43 AM,55,res-1615_showID-2
3392,11,3/7/2019 5:22:25 PM,45,res-3392_showID-11
2534,2,3/25/2019 7:02:11 PM,741,res-2534_showID-2
2925,18,3/9/2019 6:49:12 AM,1264,res-2925_showID-18
1966,2,1/21/2019 10:23:51 AM,1137,res-1966_showID-2
593,17,1/9/2019 6:17:11 PM,427,res-593_showID-17
2603,22,2/24/2019 9:39:58 PM,269,res-2603_showID-22
141,17,1/28/2019 3:07:12 PM,147,res-141_showID-17
1301,30,1/24/2019 2:50:49 PM,1480,res-1301_showID-30
1215,13,2/25/2019 2:38:00 AM,1684,res-1215_showID-13
2051,12,2/3/2019 11:03:53 AM,1754,res-2051_showID-12
1381,26,3/6/2019 10:34:44 AM,1722,res-1381_showID-26
1468,8,3/25/2019 12:27:55 PM,582,res-1468_showID-8
12,14,1/1/2019 8:26:34 PM,662,res-12_showID-14
951,23,2/22/2019 5:07:47 AM,533,res-951_showID-23
2034,25,2/22/2019 4:22:43 PM,453,res-2034_showID-25
2689,28,1/8/2019 12:44:33 PM,1273,res-2689_showID-28
1292,10,1/12/2019 1:30:01 AM,1493,res-1292_showID-10
732,26,1/10/2019 7:06:36 AM,1322,res-732_showID-26
449,2,3/6/2019 8:09:54 AM,1474,res-449_showID-2
3169,13,2/24/2019 12:05:38 PM,1149,res-3169_showID-13
2904,24,1/15/2019 4:56:40 AM,610,res-2904_showID-24
2088,8,3/29/2019 11:06:20 AM,209,res-2088_showID-8
1778,8,3/16/2019 1:34:06 PM,1855,res-1778_showID-8
2402,10,2/18/2019 12:05:15 AM,250,res-2402_showID-10
1435,20,1/26/2019 12:56:08 PM,280,res-1435_showID-20
1897,3,3/6/2019 7:23:41 PM,671,res-1897_showID-3
1244,6,1/18/2019 8:43:17 AM,1640,res-1244_showID-6
2091,6,3/23/2019 5:29:35 PM,318,res-2091_showID-6
3402,27,2/25/2019 4:42:36 AM,322,res-3402_showID-27
3092,2,3/14/2019 9:50:27 AM,122,res-3092_showID-2
2046,15,1/5/2019 3:32:08 AM,342,res-2046_showID-15
590,15,2/23/2019 1:43:28 AM,1543,res-590_showID-15
1809,1,1/1/2019 3:23:53 AM,1510,res-1809_showID-1
1162,2,2/24/2019 1:58:27 AM,679,res-1162_showID-2
1800,12,1/16/2019 10:37:36 PM,336,res-1800_showID-12
1842,1,1/8/2019 9:14:37 AM,541,res-1842_showID-1
1719,8,3/13/2019 9:02:03 PM,1520,res-1719_showID-8
3136,18,2/18/2019 4:47:35 AM,1308,res-3136_showID-18
345,18,3/17/2019 10:45:16 PM,1301,res-345_showID-18
3333,27,2/12/2019 10:21:24 AM,1668,res-3333_showID-27
2888,14,1/13/2019 3:42:24 AM,1110,res-2888_showID-14
634,9,2/24/2019 11:18:07 AM,1306,res-634_showID-9
501,13,2/28/2019 2:36:17 PM,576,res-501_showID-13
881,7,1/8/2019 8:55:18 AM,1746,res-881_showID-7
2667,16,2/5/2019 9:56:03 AM,485,res-2667_showID-16
3317,17,1/17/2019 7:40:11 AM,461,res-3317_showID-17
2262,17,2/25/2019 1:04:03 PM,917,res-2262_showID-17
154,16,3/5/2019 8:16:26 AM,1164,res-154_showID-16
2105,29,1/5/2019 12:46:55 PM,1027,res-2105_showID-29
2436,12,1/17/2019 10:07:54 AM,806,res-2436_showID-12
2560,24,1/9/2019 1:17:15 PM,168,res-2560_showID-24
1049,2,1/27/2019 7:28:24 PM,1245,res-1049_showID-2
2224,4,1/25/2019 6:00:19 AM,33,res-2224_showID-4
2113,24,2/25/2019 7:57:50 AM,490,res-2113_showID-24
2552,16,3/9/2019 5:14:09 AM,561,res-2552_showID-16
2796,15,3/17/2019 9:08:00 PM,1115,res-2796_showID-15
1968,16,2/13/2019 9:24:22 PM,1021,res-1968_showID-16
2998,14,1/5/2019 11:08:39 AM,327,res-2998_showID-14
15,7,3/19/2019 4:58:03 PM,1913,res-15_showID-7
1746,21,3/12/2019 12:24:16 PM,1838,res-1746_showID-21
3208,23,3/3/2019 10:30:44 AM,1370,res-3208_showID-23
767,2,1/26/2019 6:50:11 AM,595,res-767_showID-2
2938,6,2/3/2019 6:39:37 AM,138,res-2938_showID-6
400,19,2/1/2019 5:16:08 PM,347,res-400_showID-19
493,22,1/13/2019 4:12:29 AM,482,res-493_showID-22
1734,20,3/30/2019 7:33:26 PM,1580,res-1734_showID-20
363,21,1/28/2019 12:00:11 AM,1310,res-363_showID-21
2844,25,1/3/2019 5:39:08 AM,590,res-2844_showID-25
2770,6,3/9/2019 4:18:29 AM,674,res-2770_showID-6
2881,26,3/11/2019 2:07:58 AM,1688,res-2881_showID-26
3118,11,1/4/2019 8:25:08 AM,1561,res-3118_showID-11
608,19,2/15/2019 4:58:46 AM,395,res-608_showID-19
2053,3,2/8/2019 11:40:39 AM,391,res-2053_showID-3
517,27,2/3/2019 2:35:59 PM,538,res-517_showID-27
1040,18,1/14/2019 6:45:13 PM,789,res-1040_showID-18
3437,30,3/26/2019 7:27:26 PM,861,res-3437_showID-30
2268,2,1/29/2019 12:09:04 AM,1826,res-2268_showID-2
2726,20,3/25/2019 5:03:23 AM,969,res-2726_showID-20
668,10,3/14/2019 1:06:43 AM,1436,res-668_showID-10
2512,23,1/22/2019 10:49:13 PM,384,res-2512_showID-23
3280,15,2/11/2019 9:09:41 PM,1103,res-3280_showID-15
1042,7,2/21/2019 10:21:08 PM,1628,res-1042_showID-7
688,20,3/1/2019 6:04:55 PM,1120,res-688_showID-20
1834,23,2/4/2019 9:03:47 AM,858,res-1834_showID-23
1781,29,1/15/2019 3:28:01 AM,162,res-1781_showID-29
3495,24,1/5/2019 4:59:05 PM,1376,res-3495_showID-24
813,22,3/27/2019 3:02:43 PM,1016,res-813_showID-22
600,4,3/24/2019 10:28:22 AM,1240,res-600_showID-4
1899,2,3/28/2019 9:20:33 AM,582,res-1899_showID-2
1884,20,1/3/2019 11:14:36 AM,404,res-1884_showID-20
3399,10,2/27/2019 12:57:47 PM,1383,res-3399_showID-10
3466,10,3/12/2019 7:21:03 AM,1137,res-3466_showID-10
1859,6,3/16/2019 6:31:56 AM,1170,res-1859_showID-6
1644,21,1/1/2019 6:24:10 AM,782,res-1644_showID-21
1409,25,3/28/2019 10:26:24 PM,1790,res-1409_showID-25
1554,30,2/4/2019 10:43:37 PM,1103,res-1554_showID-30
1203,23,2/20/2019 12:20:36 PM,1464,res-1203_showID-23
3264,3,2/5/2019 10:09:01 PM,1066,res-3264_showID-3
3059,10,2/23/2019 8:24:23 PM,194,res-3059_showID-10
1266,7,3/2/2019 6:53:18 PM,1657,res-1266_showID-7
2964,20,3/8/2019 2:15:22 AM,1612,res-2964_showID-20
453,11,3/2/2019 3:23:15 PM,509,res-453_showID-11
3539,17,3/24/2019 5:40:38 PM,460,res-3539_showID-17
2772,19,2/7/2019 10:35:22 AM,1334,res-2772_showID-19
1360,9,1/5/2019 5:08:46 PM,1062,res-1360_showID-9
242,7,1/8/2019 8:12:43 PM,1078,res-242_showID-7
766,9,3/25/2019 12:43:54 AM,1435,res-766_showID-9
2501,30,1/2/2019 3:21:49 PM,1210,res-2501_showID-30
2060,13,1/9/2019 5:58:29 PM,1075,res-2060_showID-13
1089,12,3/16/2019 3:07:03 PM,635,res-1089_showID-12
2645,28,1/12/2019 3:32:54 AM,892,res-2645_showID-28
1905,18,1/1/2019 1:03:16 PM,1476,res-1905_showID-18
3202,8,3/12/2019 3:00:05 AM,78,res-3202_showID-8
2490,19,1/26/2019 7:04:02 PM,1053,res-2490_showID-19
2793,5,2/21/2019 9:47:17 PM,176,res-2793_showID-5
3478,18,3/5/2019 6:20:31 AM,449,res-3478_showID-18
2385,12,1/19/2019 3:35:36 AM,1590,res-2385_showID-12
1065,5,3/11/2019 1:28:44 PM,364,res-1065_showID-5
413,30,3/22/2019 10:50:48 PM,1409,res-413_showID-30
1156,19,2/23/2019 3:24:59 PM,1675,res-1156_showID-19
2437,15,3/11/2019 3:00:32 AM,1064,res-2437_showID-15
2132,11,1/17/2019 1:31:49 AM,936,res-2132_showID-11
3438,8,3/12/2019 7:53:40 AM,135,res-3438_showID-8
1805,25,2/7/2019 5:17:34 PM,1479,res-1805_showID-25
1909,26,1/28/2019 7:59:55 PM,821,res-1909_showID-26
2827,8,2/21/2019 5:35:37 AM,1526,res-2827_showID-8
1318,30,3/1/2019 8:31:38 AM,1079,res-1318_showID-30
615,19,1/27/2019 12:41:18 AM,391,res-615_showID-19
3405,30,3/5/2019 2:43:31 AM,430,res-3405_showID-30
3082,6,2/19/2019 9:18:16 PM,393,res-3082_showID-6
1772,12,1/24/2019 9:24:44 PM,601,res-1772_showID-12
2999,6,3/23/2019 4:34:12 PM,1474,res-2999_showID-6
1263,23,3/25/2019 6:59:25 AM,194,res-1263_showID-23
3545,18,2/7/2019 6:29:49 PM,1789,res-3545_showID-18
3190,16,3/11/2019 4:15:00 AM,1564,res-3190_showID-16
1986,4,1/18/2019 3:03:37 PM,1088,res-1986_showID-4
2134,21,2/28/2019 1:04:35 AM,529,res-2134_showID-21
3550,22,3/7/2019 1:37:12 AM,1392,res-3550_showID-22
3513,21,2/21/2019 6:44:54 AM,1680,res-3513_showID-21
702,2,2/6/2019 12:29:49 AM,436,res-702_showID-2
1016,24,3/8/2019 12:44:07 AM,599,res-1016_showID-24
3443,6,1/11/2019 3:26:14 AM,1484,res-3443_showID-6
2538,30,1/23/2019 4:04:09 AM,274,res-2538_showID-30
2374,4,1/15/2019 9:52:31 PM,198,res-2374_showID-4
1031,26,2/1/2019 2:29:49 AM,1813,res-1031_showID-26
710,29,3/23/2019 6:55:03 AM,1169,res-710_showID-29
1855,22,1/16/2019 10:03:11 AM,516,res-1855_showID-22
2950,29,2/25/2019 5:11:39 PM,592,res-2950_showID-29
2956,18,2/22/2019 7:33:37 AM,1964,res-2956_showID-18
3549,14,2/5/2019 3:36:32 AM,345,res-3549_showID-14
326,5,2/2/2019 9:13:48 PM,1856,res-326_showID-5
1570,13,2/27/2019 2:53:33 AM,200,res-1570_showID-13
51,8,3/15/2019 1:00:02 PM,440,res-51_showID-8
3530,25,3/4/2019 9:17:34 AM,614,res-3530_showID-25
2606,15,1/14/2019 5:06:22 PM,535,res-2606_showID-15
2506,8,1/3/2019 2:54:55 AM,1817,res-2506_showID-8
2702,17,3/9/2019 2:57:18 AM,986,res-2702_showID-17
1350,11,1/23/2019 11:42:42 AM,1633,res-1350_showID-11
1471,9,2/14/2019 2:54:05 PM,564,res-1471_showID-9
2048,23,1/2/2019 2:30:04 AM,1979,res-2048_showID-23
645,19,2/12/2019 7:33:05 PM,879,res-645_showID-19
2165,30,2/25/2019 3:04:54 PM,447,res-2165_showID-30
658,12,2/16/2019 5:00:29 AM,680,res-658_showID-12
1633,16,3/3/2019 1:40:20 AM,1681,res-1633_showID-16
2277,17,1/28/2019 2:21:45 AM,1787,res-2277_showID-17
1572,30,2/14/2019 10:37:31 AM,1383,res-1572_showID-30
3346,8,3/23/2019 3:10:03 AM,1454,res-3346_showID-8
503,3,3/22/2019 3:50:54 PM,1768,res-503_showID-3
1369,22,2/22/2019 6:34:46 AM,1264,res-1369_showID-22
82,24,1/25/2019 7:05:15 AM,1645,res-82_showID-24
270,3,3/26/2019 6:10:32 AM,698,res-270_showID-3
2186,10,2/7/2019 5:46:42 PM,1995,res-2186_showID-10
2216,15,1/8/2019 3:23:18 AM,565,res-2216_showID-15
3379,15,2/3/2019 11:17:48 AM,397,res-3379_showID-15
1368,18,1/29/2019 6:49:25 PM,911,res-1368_showID-18
3247,30,1/3/2019 10:50:13 AM,1741,res-3247_showID-30
2378,22,1/18/2019 2:42:34 PM,1232,res-2378_showID-22
3093,9,2/27/2019 6:09:00 PM,224,res-3093_showID-9
2967,21,2/6/2019 2:57:51 PM,521,res-2967_showID-21
3162,17,2/26/2019 12:05:22 AM,1363,res-3162_showID-17
1953,12,3/12/2019 2:31:33 AM,876,res-1953_showID-12
1708,3,3/9/2019 6:42:07 PM,871,res-1708_showID-3
2284,9,3/22/2019 1:59:13 AM,658,res-2284_showID-9
3260,10,2/16/2019 8:01:27 AM,825,res-3260_showID-10
2367,25,2/22/2019 8:43:30 AM,728,res-2367_showID-25
2443,20,1/28/2019 9:21:26 PM,1133,res-2443_showID-20
1240,11,3/5/2019 11:06:40 AM,643,res-1240_showID-11
978,28,1/8/2019 4:38:19 AM,271,res-978_showID-28
2855,16,3/14/2019 11:33:32 AM,939,res-2855_showID-16
1968,24,2/13/2019 9:24:22 PM,688,res-1968_showID-24
2080,2,1/16/2019 1:14:21 PM,31,res-2080_showID-2
2573,25,2/6/2019 5:09:36 PM,1502,res-2573_showID-25
2962,23,3/16/2019 5:41:00 AM,174,res-2962_showID-23
1067,8,1/11/2019 5:36:03 PM,108,res-1067_showID-8
3551,7,2/1/2019 12:02:54 AM,1219,res-3551_showID-7
504,30,1/22/2019 6:00:26 AM,1621,res-504_showID-30
3186,24,3/11/2019 8:09:40 AM,1963,res-3186_showID-24
1095,2,2/8/2019 5:49:08 PM,1195,res-1095_showID-2
1677,16,1/30/2019 10:22:23 AM,605,res-1677_showID-16
170,21,2/22/2019 6:08:25 AM,339,res-170_showID-21
1047,21,1/9/2019 7:07:01 AM,691,res-1047_showID-21
1287,22,1/6/2019 10:35:48 PM,1748,res-1287_showID-22
2608,17,2/14/2019 9:31:29 PM,1710,res-2608_showID-17
169,25,1/22/2019 6:07:05 AM,1558,res-169_showID-25
849,25,1/31/2019 3:51:38 AM,1165,res-849_showID-25
1740,27,2/16/2019 5:15:52 AM,1124,res-1740_showID-27
1597,13,3/28/2019 5:02:17 PM,1032,res-1597_showID-13
786,21,2/26/2019 5:31:00 AM,1239,res-786_showID-21
2094,30,3/30/2019 9:32:20 AM,1728,res-2094_showID-30
3217,1,2/5/2019 1:42:54 PM,510,res-3217_showID-1
859,14,1/29/2019 11:13:49 AM,1861,res-859_showID-14
1654,11,3/24/2019 4:43:31 PM,1712,res-1654_showID-11
1686,26,1/14/2019 9:40:51 AM,850,res-1686_showID-26
1178,18,3/9/2019 9:39:24 AM,1268,res-1178_showID-18
1275,6,1/1/2019 2:52:33 PM,380,res-1275_showID-6
871,12,2/9/2019 6:59:20 AM,1355,res-871_showID-12
1702,15,1/25/2019 3:06:26 PM,641,res-1702_showID-15
15,3,3/19/2019 4:58:03 PM,102,res-15_showID-3
3154,23,3/23/2019 8:49:58 AM,291,res-3154_showID-23
2634,26,1/3/2019 10:57:10 AM,1066,res-2634_showID-26
1096,8,3/29/2019 10:08:12 PM,1793,res-1096_showID-8
265,14,1/27/2019 10:59:37 PM,1372,res-265_showID-14
297,27,2/25/2019 1:08:49 AM,755,res-297_showID-27
3504,18,2/14/2019 2:19:02 AM,842,res-3504_showID-18
893,4,3/26/2019 8:29:04 AM,1494,res-893_showID-4
2126,8,2/25/2019 11:32:11 AM,899,res-2126_showID-8
804,16,1/7/2019 5:52:35 AM,492,res-804_showID-16
2012,13,1/17/2019 2:52:13 AM,1936,res-2012_showID-13
3533,5,3/15/2019 2:40:38 AM,320,res-3533_showID-5
594,11,1/16/2019 3:45:54 PM,564,res-594_showID-11
686,10,2/24/2019 4:57:40 AM,597,res-686_showID-10
2915,25,1/16/2019 7:32:13 PM,558,res-2915_showID-25
2590,28,3/17/2019 3:39:22 PM,303,res-2590_showID-28
1695,8,3/7/2019 7:40:03 PM,1710,res-1695_showID-8
3008,28,1/4/2019 6:43:48 AM,1506,res-3008_showID-28
1644,12,1/1/2019 6:24:10 AM,565,res-1644_showID-12
242,13,1/8/2019 8:12:43 PM,353,res-242_showID-13
3275,27,1/9/2019 10:38:08 AM,852,res-3275_showID-27
2670,7,1/12/2019 3:05:00 AM,479,res-2670_showID-7
231,9,1/17/2019 7:40:57 PM,1367,res-231_showID-9
3218,19,1/7/2019 4:36:57 AM,872,res-3218_showID-19
928,15,3/13/2019 2:28:13 AM,1672,res-928_showID-15
1520,6,3/16/2019 1:02:49 PM,422,res-1520_showID-6
1065,1,3/11/2019 1:28:44 PM,460,res-1065_showID-1
2056,5,1/22/2019 1:54:25 AM,208,res-2056_showID-5
2186,18,2/7/2019 5:46:42 PM,1377,res-2186_showID-18
642,7,3/9/2019 3:09:18 PM,755,res-642_showID-7
1662,11,3/10/2019 7:52:16 PM,1831,res-1662_showID-11
1562,21,2/26/2019 2:24:38 PM,1997,res-1562_showID-21
1964,12,3/19/2019 6:00:34 AM,1880,res-1964_showID-12
158,28,3/2/2019 2:23:40 PM,210,res-158_showID-28
2630,10,2/27/2019 2:13:33 AM,1643,res-2630_showID-10
2355,16,1/5/2019 5:48:49 PM,1311,res-2355_showID-16
771,14,1/16/2019 4:22:30 AM,1488,res-771_showID-14
3347,10,3/17/2019 11:26:55 AM,1582,res-3347_showID-10
3162,16,2/26/2019 12:05:22 AM,1104,res-3162_showID-16
765,25,1/21/2019 9:44:34 PM,1288,res-765_showID-25
936,17,1/12/2019 12:44:44 PM,1275,res-936_showID-17
508,22,2/24/2019 5:20:06 AM,507,res-508_showID-22
3320,20,3/18/2019 10:20:04 PM,1564,res-3320_showID-20
406,7,2/21/2019 8:30:18 PM,1997,res-406_showID-7
2603,19,2/24/2019 9:39:58 PM,432,res-2603_showID-19
739,21,3/21/2019 5:53:31 PM,1213,res-739_showID-21
2951,5,3/15/2019 3:00:23 AM,785,res-2951_showID-5
2429,10,2/25/2019 12:42:56 PM,1202,res-2429_showID-10
799,22,1/8/2019 7:43:34 AM,1714,res-799_showID-22
879,21,3/2/2019 2:56:05 PM,876,res-879_showID-21
3514,8,2/10/2019 5:09:55 AM,1824,res-3514_showID-8
2337,14,3/6/2019 4:44:41 AM,860,res-2337_showID-14
1663,16,1/6/2019 2:23:43 PM,847,res-1663_showID-16
2739,25,3/6/2019 1:18:30 PM,197,res-2739_showID-25
2882,19,1/3/2019 6:40:57 AM,1547,res-2882_showID-19
111,16,3/30/2019 12:41:23 PM,1937,res-111_showID-16
1902,30,2/19/2019 2:28:09 AM,1236,res-1902_showID-30
2040,22,2/23/2019 5:02:21 AM,1471,res-2040_showID-22
845,1,1/25/2019 2:50:05 AM,267,res-845_showID-1
2556,20,2/10/2019 8:59:32 PM,174,res-2556_showID-20
1527,29,1/11/2019 11:27:37 AM,1255,res-1527_showID-29
1353,7,1/2/2019 8:46:54 PM,1761,res-1353_showID-7
465,21,1/29/2019 8:30:51 AM,1790,res-465_showID-21
1674,29,3/27/2019 12:11:23 AM,1699,res-1674_showID-29
202,7,2/15/2019 7:23:46 PM,1722,res-202_showID-7
2867,10,3/25/2019 7:34:47 AM,110,res-2867_showID-10
1409,3,3/28/2019 10:26:24 PM,1079,res-1409_showID-3
2099,27,2/11/2019 11:10:50 AM,475,res-2099_showID-27
1212,17,1/14/2019 7:47:17 AM,1210,res-1212_showID-17
1935,21,3/22/2019 5:15:24 AM,1326,res-1935_showID-21
2752,21,2/9/2019 1:27:22 AM,61,res-2752_showID-21
751,14,1/23/2019 3:52:16 PM,1642,res-751_showID-14
187,10,1/1/2019 9:07:05 AM,969,res-187_showID-10
205,26,3/21/2019 4:14:26 PM,609,res-205_showID-26
2041,29,3/4/2019 1:49:56 PM,1017,res-2041_showID-29
1787,3,1/16/2019 5:29:16 AM,634,res-1787_showID-3
441,13,3/1/2019 11:22:30 AM,562,res-441_showID-13
2561,19,3/11/2019 7:48:37 PM,657,res-2561_showID-19
552,20,1/29/2019 3:09:46 PM,370,res-552_showID-20
29,17,3/8/2019 7:39:09 PM,1095,res-29_showID-17
2453,8,1/8/2019 9:15:24 PM,178,res-2453_showID-8
2985,6,3/2/2019 12:45:40 PM,1055,res-2985_showID-6
503,8,3/22/2019 3:50:54 PM,1394,res-503_showID-8
2255,20,2/15/2019 2:39:43 AM,1528,res-2255_showID-20
1529,3,2/20/2019 11:34:00 AM,299,res-1529_showID-3
3319,19,3/14/2019 1:28:50 PM,1001,res-3319_showID-19
3381,10,1/29/2019 3:54:20 PM,1254,res-3381_showID-10
3099,11,3/8/2019 9:20:04 AM,883,res-3099_showID-11
1860,29,2/10/2019 7:41:36 AM,374,res-1860_showID-29
3166,19,3/26/2019 3:12:42 AM,1102,res-3166_showID-19
1232,2,1/22/2019 2:49:27 AM,235,res-1232_showID-2
2175,21,2/21/2019 5:49:23 PM,311,res-2175_showID-21
802,12,1/8/2019 1:15:02 AM,1153,res-802_showID-12
2928,29,1/30/2019 5:09:48 PM,1651,res-2928_showID-29
1049,28,1/27/2019 7:28:24 PM,482,res-1049_showID-28
1695,26,3/7/2019 7:40:03 PM,518,res-1695_showID-26
1105,21,3/18/2019 12:48:59 AM,308,res-1105_showID-21
3226,21,1/21/2019 1:12:48 PM,31,res-3226_showID-21
668,23,3/14/2019 1:06:43 AM,431,res-668_showID-23
517,26,2/3/2019 2:35:59 PM,727,res-517_showID-26
3349,9,1/18/2019 3:09:01 AM,512,res-3349_showID-9
1537,29,3/27/2019 7:32:52 PM,1281,res-1537_showID-29
2684,14,1/24/2019 11:52:03 AM,1690,res-2684_showID-14
1986,16,1/18/2019 3:03:37 PM,1339,res-1986_showID-16
506,22,3/8/2019 4:48:45 PM,1276,res-506_showID-22
1890,29,3/17/2019 10:33:41 AM,191,res-1890_showID-29
2174,21,2/12/2019 9:54:47 PM,635,res-2174_showID-21
51,14,3/15/2019 1:00:02 PM,1444,res-51_showID-14
3433,22,2/3/2019 9:29:01 PM,521,res-3433_showID-22
2628,16,1/5/2019 5:49:42 PM,1314,res-2628_showID-16
2221,25,1/24/2019 2:02:01 AM,443,res-2221_showID-25
778,17,2/14/2019 8:35:17 PM,1449,res-778_showID-17
1744,3,2/14/2019 5:21:12 PM,58,res-1744_showID-3
231,30,1/17/2019 7:40:57 PM,1661,res-231_showID-30
329,25,1/16/2019 11:59:05 AM,1408,res-329_showID-25
1502,11,3/14/2019 10:49:21 AM,1798,res-1502_showID-11
101,15,2/9/2019 6:27:13 PM,942,res-101_showID-15
2841,13,2/4/2019 4:49:38 PM,197,res-2841_showID-13
1670,30,1/12/2019 8:40:55 AM,463,res-1670_showID-30
3112,7,2/25/2019 8:49:03 PM,392,res-3112_showID-7
2729,6,1/23/2019 1:14:03 PM,1129,res-2729_showID-6
2930,17,1/8/2019 8:51:00 AM,1598,res-2930_showID-17
3098,22,3/30/2019 1:49:04 PM,1392,res-3098_showID-22
17,20,3/4/2019 6:31:36 AM,461,res-17_showID-20
2279,18,2/21/2019 2:18:39 AM,722,res-2279_showID-18
343,18,2/26/2019 7:03:20 AM,1657,res-343_showID-18
729,22,3/7/2019 8:17:34 AM,263,res-729_showID-22
2958,7,1/18/2019 4:15:48 PM,1294,res-2958_showID-7
922,11,2/23/2019 1:04:15 PM,455,res-922_showID-11
2641,30,2/25/2019 8:16:38 AM,454,res-2641_showID-30
820,16,1/31/2019 3:31:38 PM,1110,res-820_showID-16
658,19,2/16/2019 5:00:29 AM,937,res-658_showID-19
869,10,1/12/2019 1:55:57 AM,1188,res-869_showID-10
516,25,3/6/2019 10:48:03 AM,1729,res-516_showID-25
2761,24,2/11/2019 2:39:22 PM,1942,res-2761_showID-24
1084,18,2/27/2019 8:05:21 PM,1236,res-1084_showID-18
354,29,3/18/2019 4:35:00 PM,1196,res-354_showID-29
2446,12,1/22/2019 4:33:50 PM,1893,res-2446_showID-12
751,3,1/23/2019 3:52:16 PM,805,res-751_showID-3
3330,6,2/9/2019 7:48:04 AM,165,res-3330_showID-6
3302,9,3/23/2019 10:18:25 PM,900,res-3302_showID-9
1623,2,3/4/2019 4:12:00 PM,500,res-1623_showID-2
2156,30,2/2/2019 6:38:18 AM,738,res-2156_showID-30
1012,14,1/12/2019 7:33:37 AM,1812,res-1012_showID-14
2688,18,2/21/2019 10:03:06 PM,1307,res-2688_showID-18
2508,4,3/3/2019 5:24:24 AM,69,res-2508_showID-4
387,4,1/20/2019 5:37:40 AM,1379,res-387_showID-4
2940,25,2/27/2019 1:58:47 AM,284,res-2940_showID-25
2250,21,2/17/2019 10:49:10 AM,681,res-2250_showID-21
828,24,1/6/2019 9:13:36 AM,236,res-828_showID-24
1675,24,2/13/2019 9:57:55 AM,653,res-1675_showID-24
1252,9,2/25/2019 7:22:53 PM,1489,res-1252_showID-9
1201,11,2/11/2019 3:24:52 PM,282,res-1201_showID-11
1691,21,2/13/2019 8:52:46 PM,1084,res-1691_showID-21
1690,4,1/14/2019 6:47:18 PM,547,res-1690_showID-4
239,2,1/20/2019 10:46:27 PM,841,res-239_showID-2
3264,2,2/5/2019 10:09:01 PM,1127,res-3264_showID-2
1180,20,3/19/2019 10:42:13 AM,675,res-1180_showID-20
1987,6,2/16/2019 12:06:48 PM,1609,res-1987_showID-6
959,7,3/18/2019 7:34:40 AM,1730,res-959_showID-7
1985,9,1/14/2019 7:45:51 PM,1285,res-1985_showID-9
1305,19,3/1/2019 3:40:48 AM,518,res-1305_showID-19
1097,23,2/9/2019 9:42:55 AM,1654,res-1097_showID-23
987,3,2/20/2019 3:41:15 AM,1619,res-987_showID-3
2965,25,1/3/2019 1:07:23 PM,1967,res-2965_showID-25
2998,6,1/5/2019 11:08:39 AM,1725,res-2998_showID-6
2213,28,3/1/2019 6:45:57 AM,393,res-2213_showID-28
2498,30,3/5/2019 4:44:55 AM,58,res-2498_showID-30
2932,23,1/9/2019 4:06:11 PM,1054,res-2932_showID-23
