SectionId,NumOfTickets,Date
sec_corner_24_corner,4,12/28/1993 6:43:43 PM
sec_cb_cb,1,12/22/2015 10:28:41 PM
sec_side_26_side,10,4/21/1957 7:37:48 AM
sec_sro_sro,3,11/6/1975 2:38:18 PM
sec_side_33_side,3,2/9/1962 2:46:33 PM
sec_corner_37_corner,7,1/3/1966 6:03:35 PM
sec_pref_32_pref,9,7/17/1978 8:49:26 PM
sec_side_13_side,10,1/6/1945 7:25:25 PM
sec_side_8_side,7,5/2/1989 2:33:31 AM
sec_end_22_end,3,1/21/1995 5:33:10 PM
sec_corner_18_corner,1,6/16/2009 7:08:45 PM
sec_corner_18_corner,7,5/15/1974 9:09:02 PM
sec_corner_38_corner,4,9/13/1965 3:23:53 PM
sec_pref_34_pref,2,2/13/2002 8:35:14 PM
sec_corner_5_corner,9,8/15/1945 2:27:56 AM
sec_corner_25_corner,1,9/11/2005 7:48:13 AM
sec_club_32_club,4,7/13/1961 7:31:52 AM
sec_corner_6_corner,4,8/21/1961 11:38:57 AM
sec_corner_39_corner,6,8/15/1954 7:52:21 AM
sec_pref_32_pref,5,6/4/1966 1:12:23 AM
sec_corner_17_corner,6,10/11/1968 6:54:56 PM
sec_corner_4_corner,4,10/14/1941 8:20:49 PM
sec_club_29_club,8,11/5/1946 10:56:43 AM
sec_side_15_side,6,12/22/1958 9:32:34 AM
sec_side_15_side,6,2/6/2013 1:54:23 AM
sec_corner_17_corner,2,7/25/1963 4:47:42 AM
sec_side_8_side,9,6/16/1948 7:06:15 AM
sec_clb_aut_clb_aut,5,7/22/1951 12:15:21 PM
sec_corner_38_corner,1,8/17/1994 10:09:36 PM
sec_side_29_side,10,5/20/1998 12:04:34 PM
sec_corner_37_corner,4,3/1/1978 8:46:15 PM
sec_end_21_end,8,10/21/1965 10:35:43 PM
sec_side_26_side,8,10/22/1952 5:05:24 AM
sec_corner_39_corner,3,5/24/1990 7:23:59 AM
sec_side_26_side,2,9/30/2000 6:16:06 PM
sec_side_27_side,8,2/22/2011 9:33:34 AM
sec_corner_39_corner,6,4/12/2013 3:48:57 AM
sec_club_31_club,3,5/20/1998 4:12:31 AM
sec_side_34_side,4,8/24/1998 12:51:56 AM
sec_corner_6_corner,4,7/14/2016 6:09:52 AM
sec_corner_23_corner,2,8/17/1942 5:13:18 AM
sec_side_26_side,10,4/21/2016 7:10:32 AM
sec_end_40_end,4,8/21/1995 12:16:07 PM
sec_end_20_end,10,12/31/1958 2:37:47 PM
sec_corner_23_corner,1,1/18/1966 4:04:10 PM
sec_club_30_club,2,9/26/1946 12:03:03 AM
sec_corner_5_corner,10,10/3/1973 4:21:35 AM
sec_corner_24_corner,6,9/16/1995 8:09:06 PM
sec_side_15_side,5,2/27/1964 3:46:25 AM
sec_side_29_side,7,4/18/1951 3:02:41 PM
sec_corner_3_corner,7,3/27/2002 12:20:48 PM
sec_corner_39_corner,2,6/15/2015 7:51:28 PM
sec_side_13_side,1,5/26/1983 12:57:36 PM
sec_side_8_side,3,2/28/1971 7:42:50 AM
sec_corner_5_corner,1,2/17/1955 6:50:07 AM
sec_corner_24_corner,8,10/19/2003 6:17:14 PM
sec_side_28_side,9,2/12/1967 5:11:55 PM
sec_corner_6_corner,1,5/28/2016 7:08:35 PM
sec_club_33_club,7,1/4/1948 6:18:05 AM
sec_end_22_end,6,12/2/1973 7:20:48 PM
sec_corner_5_corner,6,1/16/1943 9:35:18 AM
sec_side_7_side,2,10/19/2004 9:31:34 PM
sec_side_10_side,10,12/28/1949 2:56:55 PM
sec_corner_19_corner,9,3/27/1952 7:10:45 PM
sec_pref_28_pref,10,9/26/2009 5:26:40 PM
sec_club_29_club,2,5/14/1958 1:47:37 AM
sec_side_13_side,8,6/6/1991 9:04:00 AM
sec_side_13_side,2,7/7/2016 11:18:34 AM
sec_corner_4_corner,4,1/28/1961 9:40:28 PM
sec_pref_31_pref,4,8/5/1999 12:13:36 PM
sec_end_2_end,5,8/22/1991 3:20:29 PM
sec_sro_sro,4,9/11/1968 1:45:17 AM
sec_corner_24_corner,3,5/17/1977 9:05:38 AM
sec_side_28_side,7,8/28/2018 7:16:14 PM
sec_side_36_side,10,12/30/1961 7:48:28 AM
sec_corner_23_corner,5,3/10/2002 10:41:07 PM
sec_end_2_end,7,6/23/1943 2:53:04 AM
sec_corner_3_corner,3,7/30/1948 9:47:25 AM
sec_end_20_end,4,11/29/1999 10:27:03 AM
sec_corner_38_corner,6,5/8/1950 7:14:03 PM
sec_corner_37_corner,6,1/8/2010 8:30:56 PM
sec_side_12_side,6,4/13/2005 9:38:15 PM
sec_end_22_end,5,1/16/1989 5:37:46 PM
sec_side_10_side,5,4/29/1943 1:38:31 PM
sec_corner_6_corner,7,7/20/1992 7:15:10 AM
sec_side_26_side,3,8/25/1979 7:04:55 AM
sec_side_13_side,1,8/4/1952 7:42:07 AM
sec_club_32_club,6,1/7/1963 5:37:38 PM
sec_pref_34_pref,5,1/2/2019 9:14:01 PM
sec_corner_38_corner,9,1/12/1967 10:18:46 AM
sec_pref_28_pref,2,11/7/2000 3:33:36 AM
sec_corner_3_corner,4,7/30/1965 7:08:21 PM
sec_side_27_side,2,4/13/2006 8:28:58 PM
sec_club_32_club,9,12/1/1985 2:42:55 AM
sec_side_8_side,6,8/13/1998 1:57:01 PM
sec_end_1_end,5,12/9/1941 7:12:35 PM
sec_side_11_side,9,11/1/2014 3:20:28 PM
sec_end_1_end,2,3/17/1944 5:00:57 PM
sec_side_36_side,3,11/12/1979 3:39:55 AM
sec_corner_19_corner,4,10/27/1996 6:49:04 PM
sec_pref_31_pref,4,11/16/1942 5:29:24 PM
sec_pref_30_pref,4,11/5/2008 12:22:54 AM
sec_club_30_club,9,2/23/2008 10:22:26 PM
sec_side_13_side,8,7/20/1943 7:42:46 AM
sec_side_8_side,10,5/9/1941 5:15:37 PM
sec_end_1_end,7,2/18/1973 4:09:08 AM
sec_side_10_side,1,7/6/1985 4:01:25 PM
sec_side_35_side,5,8/17/1991 4:47:23 PM
sec_club_29_club,10,9/28/2010 1:48:32 AM
sec_corner_18_corner,3,10/14/1950 5:02:00 PM
sec_clb_aut_clb_aut,10,3/1/2004 12:36:07 PM
sec_side_26_side,1,12/14/1986 1:34:04 PM
sec_side_14_side,2,6/21/1946 12:34:25 PM
sec_side_36_side,10,1/16/1973 1:35:18 AM
sec_club_32_club,9,7/16/1992 2:03:34 PM
sec_pref_34_pref,2,1/22/1996 10:20:39 AM
sec_end_20_end,2,3/31/1949 5:28:12 AM
sec_club_29_club,10,2/26/2011 6:44:10 PM
sec_side_34_side,3,2/18/2001 11:10:17 AM
sec_club_29_club,9,2/12/2013 12:32:31 AM
sec_corner_24_corner,10,7/26/1982 3:30:19 AM
sec_side_36_side,1,6/16/1972 8:37:55 PM
sec_corner_24_corner,9,5/28/1953 1:34:19 PM
sec_corner_4_corner,6,12/18/2012 6:53:56 PM
sec_side_16_side,4,11/17/1965 3:18:41 AM
sec_cb_cb,4,6/3/1999 4:34:06 AM
sec_side_26_side,3,6/8/2000 1:05:53 AM
sec_side_15_side,10,6/25/1957 1:01:29 AM
sec_sro_sro,7,9/29/1948 7:31:29 PM
sec_corner_6_corner,6,4/6/1949 2:53:02 AM
sec_pref_30_pref,3,11/14/1998 12:43:09 AM
sec_side_34_side,3,8/14/1956 6:08:55 AM
sec_end_22_end,10,5/23/1961 11:26:55 AM
sec_corner_38_corner,8,9/29/1944 3:30:34 AM
sec_end_20_end,4,4/19/2010 1:33:19 AM
sec_corner_37_corner,4,2/3/1996 1:12:17 PM
sec_corner_3_corner,2,11/25/1991 10:23:13 PM
sec_end_1_end,1,3/5/1955 3:24:02 PM
sec_end_20_end,2,3/15/1974 5:08:59 PM
sec_corner_4_corner,8,1/11/1972 10:23:35 PM
sec_side_7_side,5,9/7/1994 5:48:51 AM
sec_side_12_side,8,2/14/1980 3:55:34 AM
sec_corner_39_corner,10,12/30/1988 6:51:37 AM
sec_side_28_side,1,7/22/2002 8:14:13 AM
sec_corner_24_corner,2,9/24/1974 3:31:30 PM
sec_side_12_side,3,3/22/2008 6:54:31 AM
sec_pref_32_pref,6,11/12/1960 7:55:33 AM
sec_corner_37_corner,4,2/20/1983 12:03:40 PM
sec_club_33_club,10,9/24/1940 7:39:28 PM
sec_side_28_side,5,2/5/2013 8:09:01 PM
sec_corner_6_corner,5,12/5/1971 10:31:13 AM
sec_corner_18_corner,9,1/2/1940 4:20:18 AM
sec_end_1_end,1,4/10/1958 10:22:27 AM
sec_side_26_side,8,10/27/1965 6:57:08 PM
sec_corner_6_corner,4,12/18/1979 1:25:40 AM
sec_corner_18_corner,2,3/20/2006 5:59:22 AM
sec_end_1_end,1,3/13/1969 5:34:26 PM
sec_corner_5_corner,10,9/7/1994 1:34:30 AM
sec_end_21_end,6,4/16/1944 3:57:54 AM
sec_pref_34_pref,4,12/9/2007 7:49:00 PM
sec_corner_3_corner,1,4/5/2014 6:16:53 AM
sec_side_9_side,1,9/30/1959 4:46:31 AM
sec_corner_3_corner,2,7/17/1957 6:41:21 AM
sec_sro_sro,9,4/13/1973 10:40:36 AM
sec_side_12_side,2,3/16/1943 8:20:12 AM
sec_corner_25_corner,3,12/18/1951 11:13:59 AM
sec_end_40_end,2,3/29/1956 4:32:33 PM
sec_side_28_side,2,1/26/2019 5:30:38 AM
sec_corner_25_corner,7,2/14/1977 8:54:52 AM
sec_end_20_end,6,1/5/1954 7:33:54 AM
sec_club_29_club,2,7/8/1954 7:38:22 PM
sec_pref_30_pref,4,7/24/1949 9:06:20 AM
sec_side_13_side,6,10/2/1981 4:01:00 PM
sec_corner_37_corner,5,10/23/1966 8:19:24 AM
sec_club_33_club,5,12/17/2010 9:16:41 PM
sec_club_31_club,6,11/4/1982 9:56:13 AM
sec_side_15_side,10,7/12/2000 7:08:51 AM
sec_end_40_end,1,11/6/1958 2:11:33 AM
sec_cb_cb,8,9/1/1981 8:28:57 AM
sec_side_7_side,3,5/23/2002 10:50:00 PM
sec_side_7_side,9,2/27/1986 1:53:44 AM
sec_corner_6_corner,3,9/8/2010 1:04:33 AM
sec_side_35_side,2,3/4/1977 6:07:47 PM
sec_side_28_side,3,6/23/1975 7:12:52 AM
sec_corner_6_corner,8,7/31/1992 4:45:12 PM
sec_corner_6_corner,9,8/24/1940 2:36:28 AM
sec_corner_37_corner,5,8/7/1998 2:49:22 PM
sec_cb_cb,10,8/2/1964 2:25:18 PM
sec_side_28_side,9,9/29/2010 1:47:44 AM
sec_sro_sro,5,4/7/2004 8:47:25 PM
sec_side_9_side,8,8/18/1940 6:33:57 AM
sec_corner_39_corner,5,3/17/1974 4:24:37 PM
sec_side_26_side,3,9/28/1999 7:00:49 AM
sec_corner_6_corner,1,7/11/1968 5:19:40 AM
sec_side_34_side,5,4/9/1998 4:38:09 AM
sec_corner_38_corner,3,6/16/1946 7:44:15 AM
sec_side_34_side,9,4/2/1950 5:46:41 PM
sec_end_22_end,4,1/16/1969 3:52:24 AM
sec_sro_sro,8,8/2/1990 9:17:41 PM
sec_pref_28_pref,8,12/14/1983 8:50:40 PM
sec_clb_aut_clb_aut,1,2/21/1970 5:26:54 PM
sec_side_16_side,1,1/29/2019 1:59:22 PM
sec_corner_25_corner,7,4/22/1962 11:11:32 AM
sec_pref_31_pref,7,7/14/1967 7:41:42 PM
sec_corner_6_corner,7,3/26/1979 4:41:47 PM
sec_side_35_side,7,11/1/1967 8:44:42 PM
sec_club_29_club,6,9/19/1968 8:20:37 PM
sec_end_1_end,5,6/11/1974 1:45:36 AM
sec_club_32_club,9,3/12/1956 12:25:40 PM
sec_club_30_club,4,5/10/1949 6:13:27 PM
sec_club_29_club,6,10/19/1958 4:23:05 PM
sec_side_9_side,9,6/26/1975 7:54:18 AM
sec_end_1_end,8,9/15/1963 2:58:37 AM
sec_end_20_end,9,12/11/1986 7:55:01 AM
sec_side_28_side,5,2/14/2013 2:44:14 PM
sec_side_12_side,2,2/12/1955 2:27:40 AM
sec_end_20_end,3,10/10/1985 8:45:09 PM
sec_end_40_end,9,6/20/2019 7:04:04 AM
sec_corner_38_corner,7,2/18/2010 6:22:59 PM
sec_end_1_end,7,3/14/2005 10:15:18 PM
sec_side_11_side,1,12/31/1977 2:47:13 PM
sec_side_11_side,4,7/14/2007 2:04:55 AM
sec_end_20_end,9,7/2/2009 8:54:50 AM
sec_end_1_end,5,11/30/1951 5:07:26 PM
sec_side_36_side,2,3/11/1979 8:20:11 PM
sec_side_35_side,6,7/2/2015 1:55:24 PM
sec_side_34_side,10,12/24/1985 12:16:35 PM
sec_sro_sro,8,12/6/2013 12:49:01 AM
sec_side_12_side,10,6/14/1980 2:26:35 PM
sec_corner_6_corner,6,10/9/2017 9:10:58 PM
sec_corner_37_corner,5,5/2/1993 12:26:57 PM
sec_club_33_club,7,12/9/2011 1:47:55 AM
sec_corner_38_corner,2,6/13/1977 6:42:27 AM
sec_side_13_side,10,1/20/1993 1:38:56 PM
sec_side_8_side,9,10/20/2008 3:20:31 AM
sec_pref_31_pref,4,7/3/1951 10:17:37 AM
sec_club_33_club,9,3/18/1998 10:36:01 AM
sec_cb_cb,6,3/22/1949 6:03:03 PM
sec_side_13_side,6,2/1/1982 6:54:43 PM
sec_club_30_club,5,8/15/1993 4:03:20 AM
sec_side_9_side,5,9/23/2018 6:43:32 PM
sec_side_35_side,7,3/2/2011 4:45:17 PM
sec_side_27_side,10,7/7/1984 5:27:58 PM
sec_side_29_side,9,7/27/1955 1:05:03 AM
sec_side_36_side,3,7/30/1988 2:19:40 AM
sec_club_30_club,5,8/15/1948 12:39:00 AM
sec_end_2_end,7,11/20/1950 1:15:32 PM
sec_end_1_end,9,6/28/1997 3:22:25 PM
sec_side_15_side,7,6/17/1944 5:16:44 AM
sec_side_36_side,4,3/30/1950 6:55:17 AM
sec_sro_sro,10,3/13/1954 1:19:59 AM
sec_cb_cb,4,12/4/1947 7:32:58 AM
sec_end_22_end,5,9/21/1978 3:04:01 PM
sec_side_34_side,6,11/2/1963 2:58:05 PM
sec_end_40_end,10,9/24/2003 2:37:36 PM
sec_corner_23_corner,4,11/17/1965 10:10:11 AM
sec_side_15_side,9,10/16/1984 12:02:18 AM
sec_side_33_side,10,8/24/1997 12:11:30 AM
sec_side_9_side,4,8/6/1952 8:12:42 PM
sec_side_26_side,1,2/10/1945 3:12:34 PM
sec_corner_3_corner,9,2/28/1956 9:17:27 PM
sec_corner_37_corner,1,10/24/2009 2:29:16 PM
sec_end_40_end,5,3/21/2007 8:30:39 AM
sec_corner_25_corner,5,4/22/2004 2:29:42 PM
sec_side_28_side,8,2/16/2009 1:44:59 AM
sec_side_34_side,1,7/10/1984 9:24:45 AM
sec_pref_32_pref,5,1/30/1985 11:14:36 AM
sec_end_1_end,5,2/26/1971 7:47:58 AM
sec_club_31_club,2,2/14/1944 3:50:36 PM
sec_side_10_side,4,10/24/1946 2:58:54 AM
sec_end_2_end,10,3/27/1989 8:25:44 AM
sec_side_11_side,4,1/12/1978 1:46:52 PM
sec_corner_24_corner,6,3/23/1956 12:05:37 PM
sec_side_15_side,10,3/19/2009 11:12:04 AM
sec_end_21_end,8,5/21/1953 8:15:51 PM
sec_corner_24_corner,4,6/10/1957 10:14:00 PM
sec_end_2_end,6,3/15/1978 9:07:55 AM
sec_corner_18_corner,2,6/28/1981 6:23:34 AM
sec_side_12_side,8,11/13/1944 7:54:25 PM
sec_corner_23_corner,2,10/5/1962 9:22:16 AM
sec_end_2_end,10,11/20/2018 8:20:36 PM
sec_side_16_side,9,4/17/1952 8:48:07 PM
sec_side_26_side,6,1/1/1975 7:19:36 AM
sec_end_20_end,3,5/6/1990 2:30:48 PM
sec_pref_30_pref,7,1/28/1968 2:19:57 PM
sec_club_30_club,1,9/5/1952 8:54:02 AM
sec_end_2_end,10,1/8/2010 10:21:44 AM
sec_club_33_club,10,6/3/1940 1:23:57 AM
sec_corner_24_corner,8,6/7/2010 12:18:57 PM
sec_end_40_end,4,12/31/1999 3:29:11 AM
sec_corner_37_corner,6,2/23/1950 8:08:59 PM
sec_side_28_side,3,10/17/1943 10:15:29 AM
sec_side_10_side,5,4/7/1952 7:09:06 PM
sec_pref_34_pref,7,9/24/1982 9:12:00 PM
sec_pref_28_pref,6,1/19/2010 6:42:08 AM
sec_clb_aut_clb_aut,8,3/1/2018 6:12:49 AM
sec_corner_38_corner,4,10/20/2004 10:49:20 AM
sec_side_36_side,1,8/29/1958 8:42:21 AM
sec_club_31_club,2,1/10/1962 6:53:42 AM
sec_sro_sro,3,9/21/1996 6:35:18 PM
sec_club_30_club,5,8/11/1967 11:26:01 AM
sec_club_29_club,2,9/21/1957 7:28:25 PM
sec_end_20_end,10,5/2/1998 6:21:28 PM
sec_corner_18_corner,5,1/25/1953 2:49:25 PM
sec_corner_3_corner,9,5/3/1965 6:55:02 AM
sec_end_40_end,6,10/21/1949 12:15:25 AM
sec_side_15_side,8,9/7/2014 2:42:46 PM
sec_end_40_end,3,7/29/2017 12:02:27 PM
sec_club_31_club,1,2/4/1973 12:50:44 PM
sec_corner_37_corner,5,11/14/1973 8:53:31 AM
sec_side_13_side,10,8/2/1959 8:22:51 AM
sec_end_22_end,5,8/23/2013 10:06:59 AM
sec_corner_5_corner,7,4/17/1996 2:11:01 AM
sec_cb_cb,5,6/13/1973 6:54:50 AM
sec_side_35_side,4,1/14/1964 1:39:00 AM
sec_end_20_end,6,11/1/1976 10:47:37 PM
sec_clb_aut_clb_aut,3,8/11/2012 8:57:52 AM
sec_side_7_side,7,12/1/1962 2:39:22 AM
sec_corner_17_corner,10,8/21/1951 9:48:10 AM
sec_side_36_side,8,9/14/1991 5:30:40 PM
sec_club_29_club,5,4/8/1988 5:22:02 PM
sec_corner_25_corner,9,8/11/1984 11:04:34 AM
sec_side_12_side,2,2/10/1960 12:32:53 AM
sec_side_14_side,4,10/31/1951 1:11:09 PM
sec_corner_24_corner,3,1/9/1970 3:38:58 AM
sec_corner_25_corner,6,7/30/1971 9:54:57 AM
sec_corner_37_corner,6,12/2/1992 12:48:51 AM
sec_side_26_side,10,6/16/2017 12:37:21 PM
sec_side_29_side,6,6/1/1957 5:07:30 PM
sec_cb_cb,8,10/25/1976 2:37:02 AM
sec_side_12_side,5,3/12/1999 9:25:45 PM
sec_corner_37_corner,3,10/30/2014 1:52:15 AM
sec_side_34_side,6,10/27/2013 1:47:46 AM
sec_end_40_end,5,9/23/1958 7:25:24 AM
sec_side_9_side,2,11/4/1972 9:40:10 PM
sec_side_16_side,6,6/21/1957 3:07:17 PM
sec_side_13_side,8,11/22/1966 2:43:54 PM
sec_side_11_side,5,7/31/1987 6:20:32 PM
sec_side_34_side,3,10/30/1980 2:18:59 AM
sec_side_34_side,5,3/18/1946 1:52:37 AM
sec_side_12_side,6,3/28/1960 3:53:24 PM
sec_side_8_side,9,4/11/1953 4:35:31 AM
sec_side_35_side,9,8/10/1991 6:32:01 PM
sec_side_27_side,6,1/3/2012 2:53:20 AM
sec_side_16_side,1,12/8/2002 2:58:04 PM
sec_club_33_club,3,10/3/2015 8:42:56 AM
sec_cb_cb,2,10/5/1962 2:47:07 AM
sec_cb_cb,2,7/12/1982 2:37:46 PM
sec_side_9_side,4,2/22/1963 2:33:23 PM
sec_side_26_side,6,1/24/1987 5:50:43 AM
sec_corner_25_corner,2,10/29/1966 5:29:45 AM
sec_pref_32_pref,8,3/13/1980 6:19:47 AM
sec_end_22_end,4,5/24/2011 4:17:18 PM
sec_side_28_side,5,5/28/1952 8:13:20 AM
sec_corner_6_corner,9,1/25/1997 9:41:41 PM
sec_corner_4_corner,1,10/13/1957 3:56:44 AM
sec_end_22_end,1,11/8/1996 10:12:38 PM
sec_end_20_end,3,6/20/2008 3:38:50 PM
sec_corner_23_corner,6,2/16/1949 6:09:56 PM
sec_sro_sro,8,8/26/1989 4:19:29 AM
sec_corner_6_corner,1,10/7/2000 1:37:22 PM
sec_end_21_end,9,10/6/2016 3:21:42 PM
sec_side_14_side,10,12/13/2019 9:05:24 AM
sec_pref_28_pref,7,11/3/1991 11:18:31 AM
sec_club_32_club,2,1/10/2010 5:13:17 PM
sec_side_8_side,6,9/16/1943 2:09:10 AM
sec_corner_25_corner,3,2/9/1957 3:17:39 AM
sec_side_35_side,4,10/22/1971 9:16:07 PM
sec_end_21_end,6,8/11/1965 1:43:07 PM
sec_side_27_side,7,6/9/2014 12:24:41 PM
sec_side_7_side,1,4/24/2003 6:49:42 AM
sec_side_26_side,5,4/12/2009 7:31:30 PM
sec_club_31_club,7,1/6/2010 6:18:14 PM
sec_pref_34_pref,9,10/13/1948 1:58:38 AM
sec_cb_cb,7,1/29/1945 12:38:58 AM
sec_corner_4_corner,9,5/26/1968 6:35:54 PM
sec_corner_25_corner,1,5/9/1951 6:37:54 AM
sec_side_36_side,1,7/11/1956 6:32:10 AM
sec_end_20_end,4,12/7/1995 12:48:25 AM
sec_pref_32_pref,8,1/14/2006 1:33:28 AM
sec_corner_37_corner,4,9/4/1960 3:52:35 PM
sec_corner_23_corner,7,5/12/1947 8:45:53 AM
sec_end_1_end,3,8/27/1990 2:13:49 PM
sec_corner_39_corner,10,5/15/2014 5:20:58 AM
sec_side_29_side,10,12/28/2000 4:25:59 AM
sec_side_35_side,6,11/23/1981 7:09:20 PM
sec_end_1_end,6,12/31/1984 11:25:17 AM
sec_side_14_side,1,3/30/1967 4:54:42 AM
sec_club_29_club,10,7/20/1994 5:37:31 AM
sec_corner_38_corner,7,6/30/1965 9:26:31 PM
sec_clb_aut_clb_aut,8,10/10/2009 2:05:11 AM
sec_end_1_end,6,5/22/1997 7:36:02 AM
sec_end_1_end,5,10/5/1967 5:31:51 PM
sec_clb_aut_clb_aut,7,11/15/1999 5:39:56 PM
sec_club_29_club,5,12/12/1961 8:39:49 PM
sec_corner_5_corner,6,8/30/1956 7:50:35 AM
sec_club_31_club,5,3/26/2002 1:07:36 PM
sec_end_20_end,7,12/7/1993 12:31:48 AM
sec_side_28_side,9,10/9/1956 12:50:13 PM
sec_pref_30_pref,5,2/22/1973 7:02:27 PM
sec_club_30_club,3,3/28/1947 4:14:05 PM
sec_pref_31_pref,6,2/18/1958 4:46:14 AM
sec_end_21_end,10,4/5/1972 3:02:42 AM
sec_end_40_end,5,6/2/2011 8:54:46 AM
sec_corner_38_corner,6,10/6/1955 10:57:54 PM
sec_pref_28_pref,2,10/18/1948 4:34:32 PM
sec_side_34_side,4,11/1/1947 3:35:44 AM
sec_corner_17_corner,2,1/2/1945 9:23:00 AM
sec_end_2_end,5,12/22/1941 6:33:30 PM
sec_corner_24_corner,6,1/19/1989 7:14:54 AM
sec_side_15_side,6,11/17/1965 7:02:48 AM
sec_side_27_side,6,8/3/1990 5:36:29 AM
sec_club_33_club,9,6/12/1940 4:00:00 AM
sec_end_20_end,5,6/14/1941 4:42:57 PM
sec_side_11_side,4,1/17/2013 9:16:48 AM
sec_corner_23_corner,1,9/14/2002 1:18:00 AM
sec_club_29_club,10,9/9/1949 9:42:27 PM
sec_end_40_end,1,7/29/2010 1:09:01 AM
sec_club_32_club,9,5/28/2004 5:29:42 AM
sec_pref_34_pref,9,1/30/1975 5:45:28 AM
sec_side_29_side,9,7/6/1957 1:49:30 PM
sec_side_15_side,9,9/29/1953 1:41:24 PM
sec_corner_17_corner,3,9/30/1994 3:06:33 AM
sec_corner_3_corner,3,9/29/2006 2:49:14 AM
sec_side_34_side,3,5/18/1976 6:35:23 AM
sec_corner_17_corner,7,10/28/2007 7:34:33 PM
sec_club_33_club,10,6/14/1960 8:08:39 AM
sec_corner_4_corner,8,4/1/2012 7:19:43 AM
sec_club_33_club,7,12/8/1996 2:24:22 PM
sec_club_29_club,2,9/11/2009 10:08:36 PM
sec_pref_34_pref,6,3/19/1981 2:14:54 AM
sec_end_1_end,8,11/11/1976 4:17:19 PM
sec_side_7_side,7,2/29/1976 12:47:33 PM
sec_corner_37_corner,2,4/30/2006 12:03:40 AM
sec_end_2_end,4,11/20/1992 5:16:31 AM
sec_corner_6_corner,9,9/26/2018 2:55:54 PM
sec_end_40_end,4,4/27/1956 9:17:45 PM
sec_corner_23_corner,3,9/7/1961 1:53:04 PM
sec_end_40_end,5,1/8/1977 8:35:01 PM
sec_side_14_side,8,12/13/1975 4:25:25 AM
sec_corner_23_corner,6,7/13/1964 9:20:25 PM
sec_side_36_side,4,7/24/2017 5:54:52 PM
sec_pref_34_pref,8,8/10/1989 11:07:20 AM
sec_corner_25_corner,7,5/18/1966 12:07:56 AM
sec_corner_38_corner,9,3/29/1996 12:49:07 AM
sec_corner_38_corner,6,10/24/1956 7:17:50 PM
sec_end_1_end,9,11/6/1952 7:42:01 PM
sec_side_29_side,10,4/23/2006 5:52:44 AM
sec_club_32_club,5,10/3/1998 1:57:46 AM
sec_corner_24_corner,1,10/6/1965 1:05:03 AM
sec_end_40_end,5,5/18/1947 6:08:15 PM
sec_corner_3_corner,8,7/24/1946 5:19:34 PM
sec_side_14_side,5,4/11/1968 7:04:02 AM
sec_side_7_side,5,11/27/1991 10:04:10 PM
sec_side_36_side,5,4/14/1981 11:00:17 AM
sec_side_15_side,2,3/3/1947 8:40:50 PM
sec_club_31_club,4,3/15/1985 1:12:33 AM
sec_club_32_club,3,7/25/1979 11:08:42 AM
sec_corner_38_corner,7,2/21/1991 2:42:56 AM
sec_corner_18_corner,5,1/29/1960 2:21:04 PM
sec_side_33_side,5,7/7/1995 5:20:12 AM
sec_corner_3_corner,6,9/4/1956 11:36:00 AM
sec_pref_28_pref,8,10/27/1999 12:59:39 AM
sec_corner_38_corner,9,10/24/2008 6:30:03 AM
sec_side_36_side,2,8/24/2012 5:07:59 AM
sec_end_20_end,1,8/22/2007 9:06:36 PM
sec_cb_cb,9,1/14/2001 8:59:25 AM
sec_side_33_side,6,4/27/1981 9:03:32 PM
sec_side_16_side,9,12/7/1996 5:55:21 PM
sec_end_1_end,9,6/13/1965 8:14:15 AM
sec_side_13_side,1,8/8/1958 3:02:29 AM
sec_corner_23_corner,5,6/30/2015 4:06:22 PM
sec_side_34_side,4,7/30/2002 5:44:38 AM
sec_corner_24_corner,1,2/12/1972 4:57:06 PM
sec_corner_39_corner,8,7/23/1961 4:22:22 PM
sec_pref_32_pref,9,5/16/1998 6:38:46 AM
sec_end_21_end,9,2/5/2006 2:54:30 PM
sec_side_11_side,1,1/18/2009 10:59:29 AM
sec_club_30_club,6,5/10/1945 3:42:45 AM
sec_side_34_side,8,9/11/1973 11:45:05 AM
sec_club_33_club,1,8/8/1987 9:36:09 AM
sec_pref_32_pref,3,3/6/1972 4:20:29 AM
sec_corner_23_corner,10,5/30/1957 2:47:03 PM
sec_corner_3_corner,7,12/10/1987 7:47:11 AM
sec_side_36_side,10,11/14/2009 3:16:19 PM
sec_corner_6_corner,3,6/18/1985 4:25:47 PM
sec_corner_23_corner,4,12/24/1969 10:08:46 PM
sec_cb_cb,3,3/8/2015 7:30:05 PM
sec_corner_37_corner,8,12/4/2002 3:59:59 PM
sec_end_20_end,4,3/23/1983 10:48:16 PM
sec_corner_17_corner,7,8/5/1952 3:36:23 AM
sec_club_30_club,3,2/27/2011 6:10:26 AM
sec_sro_sro,8,5/29/2006 7:37:26 PM
sec_pref_34_pref,8,11/6/2010 2:28:08 PM
sec_corner_23_corner,9,11/23/2013 10:12:26 AM
sec_club_31_club,5,3/21/1958 5:45:39 AM
sec_corner_5_corner,4,1/5/1963 7:04:33 PM
sec_pref_28_pref,10,4/15/1949 12:25:35 AM
sec_end_1_end,9,9/16/1958 10:42:17 PM
sec_side_11_side,5,1/13/2008 6:16:25 AM
sec_end_1_end,2,12/18/1940 5:20:52 AM
sec_end_1_end,1,8/22/1940 1:44:42 PM
sec_club_30_club,2,2/1/1956 7:51:15 AM
